Date;Y;mon;usrec;20 YR
1985-12-01;1985;12;1.0365;9.8737
1986-1-01;1986;1;1.0365;9.9047
1986-2-01;1986;2;1.0365;8.6018
1986-3-01;1986;3;1.0365;7.7046
1986-4-01;1986;4;1.0365;7.8549
1986-5-01;1986;5;1.0365;8.5547
1986-6-01;1986;6;1.0365;8.0028
1986-7-01;1986;7;1.0365;8.277
1986-8-01;1986;8;1.0365;7.9255
1986-9-01;1986;9;1.0365;8.4625
1986-10-01;1986;10;1.0365;8.2801
1986-11-01;1986;11;1.0365;8.106
1986-12-01;1986;12;1.0365;8.1608
1987-1-01;1987;1;1.0365;8.0254
1987-2-01;1987;2;1.0365;7.926
1987-3-01;1987;3;1.0365;8.1699
1987-4-01;1987;4;1.0365;8.6642
1987-5-01;1987;5;1.0365;8.8569
1987-6-01;1987;6;1.0365;8.8219
1987-7-01;1987;7;1.0365;9.157
1987-8-01;1987;8;1.0365;9.3854
1987-9-01;1987;9;1.0365;9.9562
1987-10-01;1987;10;1.0365;9.2208
1987-11-01;1987;11;1.0365;9.3574
1987-12-01;1987;12;1.0365;8.9962
1988-1-01;1988;1;1.0365;8.6425
1988-2-01;1988;2;1.0365;8.6109
1988-3-01;1988;3;1.0365;8.9438
1988-4-01;1988;4;1.0365;9.3231
1988-5-01;1988;5;1.0365;9.4491
1988-6-01;1988;6;1.0365;9.0654
1988-7-01;1988;7;1.0365;9.5039
1988-8-01;1988;8;1.0365;9.3802
1988-9-01;1988;9;1.0365;9.0405
1988-10-01;1988;10;1.0365;8.7894
1988-11-01;1988;11;1.0365;9.0197
1988-12-01;1988;12;1.0365;8.8026
1989-1-01;1989;1;1.0365;8.6146
1989-2-01;1989;2;1.0365;8.9057
1989-3-01;1989;3;1.0365;8.8411
1989-4-01;1989;4;1.0365;8.7333
1989-5-01;1989;5;1.0365;8.4422
1989-6-01;1989;6;1.0365;7.9624
1989-7-01;1989;7;1.0365;7.9114
1989-8-01;1989;8;1.0365;8.1214
1989-9-01;1989;9;1.0365;8.1562
1989-10-01;1989;10;1.0365;7.8655
1989-11-01;1989;11;1.0365;7.8385
1989-12-01;1989;12;1.0365;7.9252
1990-1-01;1990;1;1.0365;8.39
1990-2-01;1990;2;1.0365;8.4894
1990-3-01;1990;3;1.0365;8.5573
1990-4-01;1990;4;1.0365;8.9282
1990-5-01;1990;5;1.0365;8.5145
1990-6-01;1990;6;1.0365;8.3566
1990-7-01;1990;7;1.0365;8.4327
1990-8-01;1990;8;14.8443;9.068
1990-9-01;1990;9;14.8443;9.0199
1990-10-01;1990;10;14.8443;8.8951
1990-11-01;1990;11;14.8443;8.4885
1990-12-01;1990;12;14.8443;8.3848
1991-1-01;1991;1;14.8443;8.339
1991-2-01;1991;2;14.8443;8.3737
1991-3-01;1991;3;14.8443;8.3997
1991-4-01;1991;4;1.0365;8.3292
1991-5-01;1991;5;1.0365;8.3966
1991-6-01;1991;6;1.0365;8.5424
1991-7-01;1991;7;1.0365;8.46
1991-8-01;1991;8;1.0365;8.2003
1991-9-01;1991;9;1.0365;7.9917
1991-10-01;1991;10;1.0365;8.1508
1991-11-01;1991;11;1.0365;8.22
1991-12-01;1991;12;1.0365;7.6448
1992-1-01;1992;1;1.0365;7.9661
1992-2-01;1992;2;1.0365;7.9226
1992-3-01;1992;3;1.0365;8.0489
1992-4-01;1992;4;1.0365;8.1737
1992-5-01;1992;5;1.0365;8.0117
1992-6-01;1992;6;1.0365;8.0729
1992-7-01;1992;7;1.0365;7.7243
1992-8-01;1992;8;1.0365;7.8943
1992-9-01;1992;9;1.0365;7.8953
1992-10-01;1992;10;1.0365;7.935
1992-11-01;1992;11;1.0365;7.831
1992-12-01;1992;12;1.0365;7.6232
1993-1-01;1993;1;1.0365;7.5226
1993-2-01;1993;2;1.0365;7.2664
1993-3-01;1993;3;1.0365;7.3235
1993-4-01;1993;4;1.0365;7.258
1993-5-01;1993;5;1.0365;7.305
1993-6-01;1993;6;1.0365;6.958
1993-7-01;1993;7;1.0365;6.773
1993-8-01;1993;8;1.0365;6.455
1993-9-01;1993;9;1.0365;6.4986
1993-10-01;1993;10;1.0365;6.4441
1993-11-01;1993;11;1.0365;6.7234
1993-12-01;1993;12;1.0365;6.763
1994-1-01;1994;1;1.0365;6.5898
1994-2-01;1994;2;1.0365;7.0077
1994-3-01;1994;3;1.0365;7.3879
1994-4-01;1994;4;1.0365;7.549
1994-5-01;1994;5;1.0365;7.7351
1994-6-01;1994;6;1.0365;7.835
1994-7-01;1994;7;1.0365;7.5544
1994-8-01;1994;8;1.0365;7.7152
1994-9-01;1994;9;1.0365;8.1095
1994-10-01;1994;10;1.0365;8.13
1994-11-01;1994;11;1.0365;8.026
1994-12-01;1994;12;1.0365;7.8621
1995-1-01;1995;1;1.0365;7.7343
1995-2-01;1995;2;1.0365;7.5966
1995-3-01;1995;3;1.0365;7.5622
1995-4-01;1995;4;1.0365;7.5366
1995-5-01;1995;5;1.0365;6.8863
1995-6-01;1995;6;1.0365;6.8289
1995-7-01;1995;7;1.0365;7.0245
1995-8-01;1995;8;1.0365;6.8578
1995-9-01;1995;9;1.0365;6.7423
1995-10-01;1995;10;1.0365;6.4969
1995-11-01;1995;11;1.0365;6.3166
1995-12-01;1995;12;1.0365;6.1181
1996-1-01;1996;1;1.0365;6.2129
1996-2-01;1996;2;1.0365;6.7466
1996-3-01;1996;3;1.0365;6.9783
1996-4-01;1996;4;1.0365;7.167
1996-5-01;1996;5;1.0365;7.2327
1996-6-01;1996;6;1.0365;7.1022
1996-7-01;1996;7;1.0365;7.1276
1996-8-01;1996;8;1.0365;7.318
1996-9-01;1996;9;1.0365;7.0942
1996-10-01;1996;10;1.0365;6.8273
1996-11-01;1996;11;1.0365;6.5688
1996-12-01;1996;12;1.0365;6.8086
1997-1-01;1997;1;1.0365;6.9613
1997-2-01;1997;2;1.0365;6.9981
1997-3-01;1997;3;1.0365;7.2556
1997-4-01;1997;4;1.0365;7.0939
1997-5-01;1997;5;1.0365;7.0419
1997-6-01;1997;6;1.0365;6.9195
1997-7-01;1997;7;1.0365;6.4119
1997-8-01;1997;8;1.0365;6.7257
1997-9-01;1997;9;1.0365;6.4901
1997-10-01;1997;10;1.0365;6.2656
1997-11-01;1997;11;1.0365;6.1474
1997-12-01;1997;12;1.0365;6.0357
1998-1-01;1998;1;1.0365;5.9448
1998-2-01;1998;2;1.0365;6.0271
1998-3-01;1998;3;1.0365;6.0437
1998-4-01;1998;4;1.0365;6.0441
1998-5-01;1998;5;1.0365;5.8877
1998-6-01;1998;6;1.0365;5.6963
1998-7-01;1998;7;1.0365;5.817
1998-8-01;1998;8;1.0365;5.5033
1998-9-01;1998;9;1.0365;5.3453
1998-10-01;1998;10;1.0365;5.5743
1998-11-01;1998;11;1.0365;5.4264
1998-12-01;1998;12;1.0365;5.4954
1999-1-01;1999;1;1.0365;5.4669
1999-2-01;1999;2;1.0365;5.9132
1999-3-01;1999;3;1.0365;6.0187
1999-4-01;1999;4;1.0365;6.036
1999-5-01;1999;5;1.0365;6.1797
1999-6-01;1999;6;1.0365;6.3038
1999-7-01;1999;7;1.0365;6.3955
1999-8-01;1999;8;1.0365;6.4673
1999-9-01;1999;9;1.0365;6.4752
1999-10-01;1999;10;1.0365;6.506
1999-11-01;1999;11;1.0365;6.6027
1999-12-01;1999;12;1.0365;6.7494
2000-1-01;2000;1;1.0365;6.5464
2000-2-01;2000;2;1.0365;6.2385
2000-3-01;2000;3;1.0365;6.0187
2000-4-01;2000;4;1.0365;6.1042
2000-5-01;2000;5;1.0365;6.2079
2000-6-01;2000;6;1.0365;6.1073
2000-7-01;2000;7;1.0365;5.9675
2000-8-01;2000;8;1.0365;5.8248
2000-9-01;2000;9;1.0365;6.0602
2000-10-01;2000;10;1.0365;5.945
2000-11-01;2000;11;1.0365;5.7618
2000-12-01;2000;12;1.0365;5.6305
2001-1-01;2001;1;1.0365;5.7289
2001-2-01;2001;2;1.0365;5.6136
2001-3-01;2001;3;1.0365;5.7526
2001-4-01;2001;4;14.8443;6.0495
2001-5-01;2001;5;14.8443;6.0709
2001-6-01;2001;6;14.8443;6.0204
2001-7-01;2001;7;14.8443;5.7645
2001-8-01;2001;8;14.8443;5.6356
2001-9-01;2001;9;14.8443;5.7304
2001-10-01;2001;10;14.8443;5.3059
2001-11-01;2001;11;14.8443;5.7848
2001-12-01;2001;12;1.0365;5.9613
2002-1-01;2002;1;1.0365;5.8685
2002-2-01;2002;2;1.0365;5.8363
2002-3-01;2002;3;1.0365;6.1957
2002-4-01;2002;4;1.0365;5.9334
2002-5-01;2002;5;1.0365;6.0119
2002-6-01;2002;6;1.0365;5.9437
2002-7-01;2002;7;1.0365;5.7796
2002-8-01;2002;8;1.0365;5.4119
2002-9-01;2002;9;1.0365;5.1664
2002-10-01;2002;10;1.0365;5.5078
2002-11-01;2002;11;1.0365;5.5467
2002-12-01;2002;12;1.0365;5.2694
2003-1-01;2003;1;1.0365;5.3077
2003-2-01;2003;2;1.0365;5.1082
2003-3-01;2003;3;1.0365;5.2692
2003-4-01;2003;4;1.0365;5.1851
2003-5-01;2003;5;1.0365;4.7575
2003-6-01;2003;6;1.0365;4.9312
2003-7-01;2003;7;1.0365;5.8412
2003-8-01;2003;8;1.0365;5.666
2003-9-01;2003;9;1.0365;5.3145
2003-10-01;2003;10;1.0365;5.5733
2003-11-01;2003;11;1.0365;5.5553
2003-12-01;2003;12;1.0365;5.4795
2004-1-01;2004;1;1.0365;5.3567
2004-2-01;2004;2;1.0365;5.2173
2004-3-01;2004;3;1.0365;5.1558
2004-4-01;2004;4;1.0365;5.6511
2004-5-01;2004;5;1.0365;5.697
2004-6-01;2004;6;1.0365;5.6375
2004-7-01;2004;7;1.0365;5.5394
2004-8-01;2004;8;1.0365;5.2657
2004-9-01;2004;9;1.0365;5.1991
2004-10-01;2004;10;1.0365;5.0931
2004-11-01;2004;11;1.0365;5.2973
2004-12-01;2004;12;1.0365;5.0953
2005-1-01;2005;1;1.0365;4.8054
2005-2-01;2005;2;1.0365;4.9051
2005-3-01;2005;3;1.0365;4.9827
2005-4-01;2005;4;1.0365;4.7222
2005-5-01;2005;5;1.0365;4.5008
2005-6-01;2005;6;1.0365;4.3612
2005-7-01;2005;7;1.0365;4.6006
2005-8-01;2005;8;1.0365;4.3751
2005-9-01;2005;9;1.0365;4.6735
2005-10-01;2005;10;1.0365;4.8598
2005-11-01;2005;11;1.0365;4.8352
2005-12-01;2005;12;1.0365;4.6213
2006-1-01;2006;1;1.0365;4.7514
2006-2-01;2006;2;1.0365;4.6744
2006-3-01;2006;3;1.0365;5.0649
2006-4-01;2006;4;1.0365;5.3335
2006-5-01;2006;5;1.0365;5.3541
2006-6-01;2006;6;1.0365;5.2863
2006-7-01;2006;7;1.0365;5.1658
2006-8-01;2006;8;1.0365;4.9552
2006-9-01;2006;9;1.0365;4.8445
2006-10-01;2006;10;1.0365;4.8077
2006-11-01;2006;11;1.0365;4.662
2006-12-01;2006;12;1.0365;4.8958
2007-1-01;2007;1;1.0365;5.0139
2007-2-01;2007;2;1.0365;4.7836
2007-3-01;2007;3;1.0365;4.953
2007-4-01;2007;4;1.0365;4.9097
2007-5-01;2007;5;1.0365;5.0906
2007-6-01;2007;6;1.0365;5.1892
2007-7-01;2007;7;1.0365;5.0102
2007-8-01;2007;8;1.0365;4.9292
2007-9-01;2007;9;1.0365;4.9403
2007-10-01;2007;10;1.0365;4.843
2007-11-01;2007;11;1.0365;4.5493
2007-12-01;2007;12;1.0365;4.6123
2008-1-01;2008;1;14.8443;4.5704
2008-2-01;2008;2;14.8443;4.6713
2008-3-01;2008;3;14.8443;4.6233
2008-4-01;2008;4;14.8443;4.7548
2008-5-01;2008;5;14.8443;4.9622
2008-6-01;2008;6;14.8443;4.7973
2008-7-01;2008;7;14.8443;4.8672
2008-8-01;2008;8;14.8443;4.69
2008-9-01;2008;9;14.8443;4.5931
2008-10-01;2008;10;14.8443;4.8527
2008-11-01;2008;11;14.8443;3.8608
2008-12-01;2008;12;14.8443;3.1587
2009-1-01;2009;1;14.8443;4.0807
2009-2-01;2009;2;14.8443;4.1895
2009-3-01;2009;3;14.8443;3.8868
2009-4-01;2009;4;14.8443;4.4343
2009-5-01;2009;5;14.8443;4.6387
2009-6-01;2009;6;14.8443;4.5384
2009-7-01;2009;7;1.0365;4.5387
2009-8-01;2009;8;1.0365;4.384
2009-9-01;2009;9;1.0365;4.2416
2009-10-01;2009;10;1.0365;4.4441
2009-11-01;2009;11;1.0365;4.3662
2009-12-01;2009;12;1.0365;4.8541
2010-1-01;2010;1;1.0365;4.6648
2010-2-01;2010;2;1.0365;4.7093
2010-3-01;2010;3;1.0365;4.8771
2010-4-01;2010;4;1.0365;4.6678
2010-5-01;2010;5;1.0365;4.3711
2010-6-01;2010;6;1.0365;4.0617
2010-7-01;2010;7;1.0365;4.0818
2010-8-01;2010;8;1.0365;3.5465
2010-9-01;2010;9;1.0365;3.7385
2010-10-01;2010;10;1.0365;4.0814
2010-11-01;2010;11;1.0365;4.2323
2010-12-01;2010;12;1.0365;4.5093
2011-1-01;2011;1;1.0365;4.7658
2011-2-01;2011;2;1.0365;4.6408
2011-3-01;2011;3;1.0365;4.675
2011-4-01;2011;4;1.0365;4.5487
2011-5-01;2011;5;1.0365;4.3203
2011-6-01;2011;6;1.0365;4.5178
2011-7-01;2011;7;1.0365;4.2441
2011-8-01;2011;8;1.0365;3.6416
2011-9-01;2011;9;1.0365;2.97
2011-10-01;2011;10;1.0365;3.2367
2011-11-01;2011;11;1.0365;3.1124
2011-12-01;2011;12;1.0365;2.9225
2012-1-01;2012;1;1.0365;2.9843
2012-2-01;2012;2;1.0365;3.1282
2012-3-01;2012;3;1.0365;3.4085
2012-4-01;2012;4;1.0365;3.1438
2012-5-01;2012;5;1.0365;2.6286
2012-6-01;2012;6;1.0365;2.7588
2012-7-01;2012;7;1.0365;2.5444
2012-8-01;2012;8;1.0365;2.647
2012-9-01;2012;9;1.0365;2.8133
2012-10-01;2012;10;1.0365;2.8447
2012-11-01;2012;11;1.0365;2.7637
2012-12-01;2012;12;1.0365;2.9276
2013-1-01;2013;1;1.0365;3.1581
2013-2-01;2013;2;1.0365;3.1117
2013-3-01;2013;3;1.0365;3.1219
2013-4-01;2013;4;1.0365;2.8758
2013-5-01;2013;5;1.0365;3.3035
2013-6-01;2013;6;1.0365;3.5539
2013-7-01;2013;7;1.0365;3.6668
2013-8-01;2013;8;1.0365;3.7347
2013-9-01;2013;9;1.0365;3.7232
2013-10-01;2013;10;1.0365;3.644
2013-11-01;2013;11;1.0365;3.8628
2013-12-01;2013;12;1.0365;3.9936
2014-1-01;2014;1;1.0365;3.6223
2014-2-01;2014;2;1.0365;3.5916
2014-3-01;2014;3;1.0365;3.5382
2014-4-01;2014;4;1.0365;3.4325
2014-5-01;2014;5;1.0365;3.2683
2014-6-01;2014;6;1.0365;3.2934
2014-7-01;2014;7;1.0365;3.2671
2014-8-01;2014;8;1.0365;3.0138
2014-9-01;2014;9;1.0365;3.1534
2014-10-01;2014;10;1.0365;3.0015
2014-11-01;2014;11;1.0365;2.8169
2014-12-01;2014;12;1.0365;2.6268
2015-1-01;2015;1;1.0365;2.1948
2015-2-01;2015;2;1.0365;2.5285
2015-3-01;2015;3;1.0365;2.4745
2015-4-01;2015;4;1.0365;2.669
2015-5-01;2015;5;1.0365;2.816
2015-6-01;2015;6;1.0365;3.0222
2015-7-01;2015;7;1.0365;2.7823
2015-8-01;2015;8;1.0365;2.8528
2015-9-01;2015;9;1.0365;2.7384
2015-10-01;2015;10;1.0365;2.7727
2015-11-01;2015;11;1.0365;2.8233
2015-12-01;2015;12;1.0365;2.8425
2016-1-01;2016;1;1.0365;2.5663
2016-2-01;2016;2;1.0365;2.383
2016-3-01;2016;3;1.0365;2.3952
2016-4-01;2016;4;1.0365;2.4483
2016-5-01;2016;5;1.0365;2.405
2016-6-01;2016;6;1.0365;2.0359
2016-7-01;2016;7;1.0365;1.9417
2016-8-01;2016;8;1.0365;2.0469
2016-9-01;2016;9;1.0365;2.1564
2016-10-01;2016;10;1.0365;2.4254
2016-11-01;2016;11;1.0365;2.8913
2016-12-01;2016;12;1.0365;2.9504
2017-1-01;2017;1;1.0365;2.946
2017-2-01;2017;2;1.0365;2.8557
2017-3-01;2017;3;1.0365;2.9062
2017-4-01;2017;4;1.0365;2.8264
2017-5-01;2017;5;1.0365;2.7445
2017-6-01;2017;6;1.0365;2.7295
2017-7-01;2017;7;1.0365;2.7841
2017-8-01;2017;8;1.0365;2.5903
2017-9-01;2017;9;1.0365;2.7417
2017-10-01;2017;10;1.0365;2.7533
2017-11-01;2017;11;1.0365;2.6618
2017-12-01;2017;12;1.0365;2.6371
2018-1-01;2018;1;1.0365;2.8675
2018-2-01;2018;2;1.0365;3.0579
2018-3-01;2018;3;1.0365;2.893
2018-4-01;2018;4;1.0365;3.0517
2018-5-01;2018;5;1.0365;2.939
2018-6-01;2018;6;1.0365;2.941
2018-7-01;2018;7;1.0365;3.0502
2018-8-01;2018;8;1.0365;2.9831
2018-9-01;2018;9;1.0365;3.1576
2018-10-01;2018;10;1.0365;3.3508
2018-11-01;2018;11;1.0365;3.2526
2018-12-01;2018;12;1.0365;2.9318
2019-1-01;2019;1;1.0365;2.9052
2019-2-01;2019;2;1.0365;3.0125
2019-3-01;2019;3;1.0365;2.6939
2019-4-01;2019;4;1.0365;2.822
2019-5-01;2019;5;1.0365;2.4639
2019-6-01;2019;6;1.0365;2.404
2019-7-01;2019;7;1.0365;2.399
2019-8-01;2019;8;1.0365;1.8488
2019-9-01;2019;9;1.0365;2.0111
2019-10-01;2019;10;1.0365;2.0896
2019-11-01;2019;11;1.0365;2.1419
2019-12-01;2019;12;1.0365;2.3224
2020-1-01;2020;1;1.0365;1.9159
2020-2-01;2020;2;1.0365;1.5576
2020-3-01;2020;3;14.8443;1.2705
2020-4-01;2020;4;14.8443;1.1668
2020-5-01;2020;5;14.8443;1.2559
2020-6-01;2020;6;14.8443;1.2516
2020-7-01;2020;7;14.8443;1.0365
2020-8-01;2020;8;14.8443;1.332
2020-9-01;2020;9;14.8443;1.2813
2020-10-01;2020;10;14.8443;1.4667
2020-11-01;2020;11;14.8443;1.3978
2020-12-01;2020;12;14.8443;1.4903
2021-1-01;2021;1;14.8443;1.7319
2021-2-01;2021;2;14.8443;2.1193
2021-3-01;2021;3;14.8443;2.3577
2021-4-01;2021;4;14.8443;2.2388
2021-5-01;2021;5;14.8443;2.2329

